,id,primary_name,prefix,name,public_references,collection_date
41778,32243,Institut Bisnis Muhammadiyah Bekasi,10.53990,Institut Bisnis Muhammadiyah Bekasi,True,20211223
41780,32244,Thuongmai University,10.54404,Thuongmai University,True,20211223
41782,32245,Datta Meghe Institute of Medical Sciences,10.54054,Datta Meghe Institute of Medical Sciences,True,20211223
41784,32246,Bangalore University,10.53989,Bangalore University,True,20211223
41786,32247,Agrorisk Group,10.53988,Agrorisk Group,True,20211223
41788,32249,Kuzbass Institute of the Federal Penal Service of Russia,10.53993,Kuzbass Institute of the Federal Penal Service of Russia,True,20211223
41790,32254,Institute for Problems of Chemical and Energetic Technologies of the Siberian Branch оf the RAS,10.53998,Institute for Problems of Chemical and Energetic Technologies of the Siberian Branch of the RAS,True,20211223
41792,32255,New Jersey Big Data Alliance,10.54116,New Jersey Big Data Alliance,True,20211223
41794,32256,Korean Society of Evidence-Based Nursing,10.54003,Korean Society of Evidence-Based Nursing,True,20211223
41796,32257,"Faculty of Law, Thammasat University",10.54157,"Faculty of Law, Thammasat University",True,20211223
41798,32258,"Journal of Engineering and Technology (LAUJET), Ladoke Akintola University of Technology",10.54043,"Journal of Engineering and Technology (LAUJET), Ladoke Akintola University of Technology",True,20211223
41800,32259,ALAI Ceska republika,10.54002,ALAI Ceska republika,True,20211223
41802,32260,Cabrera Research Lab,10.54120,Cabrera Research Lab,True,20211223
41804,32261,Security and Legal Journal,10.54000,Security and Legal Journal,True,20211223
41806,32262,Journal of Psychological and Educational Sciences,10.54001,Journal of Psychological and Educational Sciences,True,20211223
41808,32263,The Creativity Journal,10.53999,The Creativity Journal,True,20211223
41810,32264,STIKES Intan Martapura,10.54004,STIKES Intan Martapura,True,20211223
41812,32267,United Kingdom Systems Society,10.54181,United Kingdom Systems Society,True,20211223
41814,32268,Al-Rafidain University College,10.54133,Al-Rafidain University College,True,20211223
41816,32269,International Labour Organization,10.54394,International Labour Organization,True,20211223
41818,32271,Asosiasi Bimbingan dan Konseling Indonesia,10.54008,Asosiasi Bimbingan dan Konseling Indonesia,True,20211223
41820,32274,Indonesian Mollusk Society,10.54115,Indonesian Mollusk Society,True,20211223
41822,32278,CV. Tripe Konsultan,10.54012,CV. Tripe Konsultan,True,20211223
41824,32279,Research Institute for Modeling and Design of Information Systems,10.54011,Research Institute for Modeling and Design of Information Systems,True,20211223
41826,32282,Symposium Publishing House Ltd,10.54015,Symposium Publishing House Ltd,True,20211223
41828,32284,LLC &quot;SVITOK&quot;,10.54016,"LLC ""SVITOK""",True,20211223
41830,32286,Sekolah Tinggi Teologi Baptis Medan,10.54024,Sekolah Tinggi Teologi Baptis Medan,True,20211223
41832,32287,RCUA Journal - Revista Cientifica Universidade Academica,10.54023,RCUA Journal - Revista Cientifica Universidade Academica,True,20211223
41834,32291,Centro de Educacao Popular e Pesquisas Economicas e Sociais,10.54025,Centro de Educacao Popular e Pesquisas Economicas e Sociais,True,20211223
41836,32292,Universidad Autonoma de Chihuahua,10.54167,Universidad Autonoma de Chihuahua,True,20211223
41838,32298,Journal of Sport Science Technology and Physical Activities,10.54031,Journal of Sport Science Technology and Physical Activities,True,20211223
41840,32299,A2Z Journals,10.54060,A2Z Journals,True,20211223
41842,32300,Institucion Universitaria Antonio Jose Camacho,10.54278,Institucion Universitaria Antonio Jose Camacho,True,20211223
41844,32304,Universite du Quebec en Outaouais,10.54401,Universite du Quebec en Outaouais,True,20211223
41846,32306,Varna University of Management,10.54055,Varna University of Management,True,20211223
41848,32307,Postgraduate Medical Institute,10.54079,Postgraduate Medical Institute,True,20211223
41850,32310,Kuwait International Law School Journal,10.54032,Kuwait International Law School Journal,True,20211223
41852,32312,Multidiciplinary Sciences,10.54038,Multidiciplinary Sciences,True,20211223
41854,32313,Universitas Panca Bhakti,10.54035,Universitas Panca Bhakti,True,20211223
41856,32314,World Journal of Pharmaceutical Sciences,10.54037,World Journal of Pharmaceutical Sciences,True,20211223
41858,32315,Centro de Estudos em Leitura e Literatura Infantil e Juvenil - FCT/UNESP,10.54036,Centro de Estudos em Leitura e Literatura Infantil e Juvenil - FCT/UNESP,True,20211223
41860,32316,Kohat University of Science and Technology,10.54039,Kohat University of Science and Technology,True,20211223
41862,32317,STIKES Katolik St. Vincentius a Paulo Surabaya,10.54040,STIKES Katolik St. Vincentius a Paulo Surabaya,True,20211223
41864,32320,Medeye Publishers,10.54112,Medeye Publishers,True,20211223
41866,32321,Institute of Laser Physics SB RAS,10.54041,Institute of Laser Physics SB RAS,True,20211223
41868,32322,Cell Publications PVT Ltd,10.54046,Cell Publications PVT Ltd,True,20211223
41870,32323,Pro Performance Training LTD,10.54080,Pro Performance Training LTD,True,20211223
41872,32324,Journal of Global Indigeneity,10.54760,Journal of Global Indigeneity,True,20211223
41874,32327,Publishing house &quot;Radiotekhnika&quot;,10.18127,"Publishing house ""Radiotekhnika""",True,20211223
41876,32328,Institutul National de Cercetare Dezvoltare Medico-Militara &quot;Cantacuzino&quot;,10.54044,"Institutul National de Cercetare Dezvoltare Medico-Militara ""Cantacuzino""",True,20211223
41878,32329,European Dissemination Media Agency Limited,10.54050,European Dissemination Media Agency Limited,True,20211223
41880,32330,Shodh Sankalp Education and Research,10.54051,Shodh Sankalp Education and Research,True,20211223
41882,32331,Russian Customs Academy,10.54048,Russian Customs Academy,True,20211223
41884,32332,Fakultas Kedokteran Gigi Universitas Jenderal Achmad Yani,10.54052,Fakultas Kedokteran Gigi Universitas Jenderal Achmad Yani,True,20211223
41886,32333,Turkiye Adalet Akademisi,10.54049,Turkiye Adalet Akademisi,True,20211223
41888,32341,Halk Sagligi Hemsireligi Dernegi,10.54061,Halk Sagligi Hemsireligi Dernegi,True,20211223
41890,32342,Institute for Anthropological Research,10.54062,Institute for Anthropological Research,True,20211223
41892,32343,Institut Teknologi Dan Bisnis Semarang,10.54066,Institut Teknologi Dan Bisnis Semarang,True,20211223
41894,32344,Mehkan Punjabi Adabi Board,10.54064,Mehkan Punjabi Adabi Board,True,20211223
41896,32345,Pustaka Digital Indonesia,10.54065,Pustaka Digital Indonesia,True,20211223
41898,32346,Orissa Journal of Commerce,10.54063,Orissa Journal of Commerce,True,20211223
41900,32350,Fundacion Centro de Investigacion y Educacion Popular - Programa por la Paz,10.54118,Fundacion Centro de Investigacion y Educacion Popular - Programa por la Paz,True,20211223
41902,32351,Hrvatsko udruzenje za kaznene znanosti i praksu,10.54070,Hrvatsko udruzenje za kaznene znanosti i praksu,True,20211223
41904,32352,Malaysian Psychiatric Association,10.54615,Malaysian Psychiatric Association,True,20211223
41906,32353,Fundacion Guardaguas de Cartagena y/o Cartagena Baykeeper,10.54261,Fundacion Guardaguas de Cartagena y/o Cartagena Baykeeper,True,20211223
41908,32354,Sekolah Tinggi Agama Islam Daruttaqwa Gresik,10.54069,Sekolah Tinggi Agama Islam Daruttaqwa Gresik,True,20211223
41910,32355,Vernon Art and Science Inc.,10.54094,Vernon Art and Science Inc.,True,20211223
41912,32356,Center for Shipbuilding and Ship Repair Technology,10.54068,Center for Shipbuilding and Ship Repair Technology,True,20211223
41914,32358,Atlas of Living Australia,10.54102,Atlas of Living Australia,True,20211223
41916,32359,STIE Mulia Darma Pratama,10.54077,STIE Mulia Darma Pratama,True,20211223
41918,32360,Kaluga State University named after K.E. Tsiolkovski,10.54072,Kaluga State University named after K.E. Tsiolkovski,True,20211223
41920,32361,"Institute of Pharmacy, Nirma University",10.54075,"Institute of Pharmacy, Nirma University",True,20211223
41922,32362,Lembaga Pendidikan Tinggi Wilayah 1 Sumatera Utara,10.54076,Lembaga Pendidikan Tinggi Wilayah 1 Sumatera Utara,True,20211223
41924,32363,Institut Teknologi Del,10.54074,Institut Teknologi Del,True,20211223
41926,32364,Korean Association for Art Psychotherapy Study,10.54071,Korean Association for Art Psychotherapy Study,True,20211223
41928,32365,Navoi Mining and Metallurgical Combinat,10.54073,Navoi Mining and Metallurgical Combinat,True,20211223
41930,32370,SABERES 5.0,10.54110,SABERES 5.0,True,20211223
41932,32371,Norvik Press,10.54432,Norvik Press,True,20211223
41934,32372,The University of Jordan-JJHA,10.54134,The University of Jordan-JJHA,True,20211223
41936,32373,Jadara University,10.54161,Jadara University,True,20211223
41938,32374,University of Samarra,10.54153,University of Samarra,True,20211223
41940,32375,Central Institute for Labour Protection - National Research Institute,10.54215,Central Institute for Labour Protection - National Research Institute,True,20211223
41942,32376,Helduen Alfabetatze eta Berreuskalduntzerako Erakundea,10.54512,Helduen Alfabetatze eta Berreuskalduntzerako Erakundea,True,20211223
41944,32377,Sekhmet Technologies Pvt Ltd,10.54136,Sekhmet Technologies Pvt Ltd,True,20211223
41946,32378,Sustainable Development Press Limited,10.54113,Sustainable Development Press Limited,True,20211223
41948,32379,Instituto Oceanografico y Antartico de la Armada,10.54140,Instituto Oceanografico y Antartico de la Armada,True,20211223
41950,32380,Digital Innovation Society,10.54433,Digital Innovation Society,True,20211223
41952,32381,BIOTICA,10.54083,BIOTICA,True,20211223
41954,32382,Korean Association of School Sandplay,10.54084,Korean Association of School Sandplay,True,20211223
41956,32383,CV Firmos,10.54082,CV Firmos,True,20211223
41958,32384,Ukaaz Publications,10.54085,Ukaaz Publications,True,20211223
41960,32386,Korea Real Estate Policy Association,10.54091,Korea Real Estate Policy Association,True,20211223
41962,32387,Institut Islam Mamba'ul 'Ulum Surakarta,10.54090,Institut Islam Mamba'ul 'Ulum Surakarta,True,20211223
41964,32388,The San Diego Shell Club,10.54173,The San Diego Shell Club,True,20211223
41966,32389,Boston Congress of Public Health,10.54111,Boston Congress of Public Health,True,20211223
41968,32390,Milano University Press,10.54103,Milano University Press,True,20211223
41970,32391,Professional Science,10.54092,Professional Science,True,20211223
41972,32397,Universidad Antonio Narino,10.54104,Universidad Antonio Narino,True,20211223
41974,32398,IPS Intelligentsia Publishing Services,10.25240,Tropical Journal of Applied Natural Sciences (TJANS),False,20211223
41975,32398,IPS Intelligentsia Publishing Services,10.54117,IPS Intelligentsia Publishing Services,True,20211223
41977,32401,International Association of Advanced Materials,10.5185,VBRI Sverige AB,False,20211223
41979,32402,African Regional Institute for Geospatial Information Science and Technology,10.54222,African Regional Institute for Geospatial Information Science and Technology,True,20211223
41981,32404,Jurnal Online Dekonstruksi,10.54154,Jurnal Online Dekonstruksi,True,20211223
41983,32405,"Department of Cultural and Religious Studies, The Chinese University of Hong Kong",10.54165,"Department of Cultural and Religious Studies, The Chinese University of Hong Kong",True,20211223
41985,32406,Collaborating Academics,10.23647,Collaborating Academics,True,20211223
41987,32407,Med Science Journals,10.54137,Med Science Journals,True,20211223
41989,32408,Universidad Nacional de La Matanza,10.54789,Universidad Nacional de La Matanza,True,20211223
41991,32409,University of Carabobo,10.54139,University of Carabobo,True,20211223
41993,32410,Organo Judicial de la Republica de Panama,10.54138,Organo Judicial de la Republica de Panama,True,20211223
41995,32411,Asosiasi Dosen Peneliti Ilmu Ekonomi dan Bisnis Indonesia,10.54099,Asosiasi Dosen Peneliti Ilmu Ekonomi dan Bisnis Indonesia,True,20211223
41997,32412,Darcy & Roy Press Co. Ltd.,10.54097,Darcy & Roy Press Co. Ltd.,True,20211223
41999,32413,Magyar Nemzeti Muzeum Regeszeti Oroksegvedelmi Igazgatosag,10.54098,Magyar Nemzeti Muzeum Regeszeti Oroksegvedelmi Igazgatosag,True,20211223
42001,32414,"Sekolah Tinggi Agama Islam YPBWI Surabaya, Indonesia",10.54180,"Sekolah Tinggi Agama Islam YPBWI Surabaya, Indonesia",True,20211223
42003,32415,Akademi Kebidanan Bunga Husada,10.54100,Akademi Kebidanan Bunga Husada,True,20211223
42005,32417,College de France,10.54510,College de France,True,20211223
42007,32421,STIKES Advaita Medika Tabanan,10.54107,STIKES Advaita Medika Tabanan,True,20211223
42009,32424,Asociacion Espanola de Estudio en Drogodependencias,10.54108,Asociacion Espanola de Estudio en Drogodependencias,True,20211223
42011,32425,Societe Senegalaise de Cancerologie,10.54266,Societe Senegalaise de Cancerologie,True,20211223
42013,32426,The Korean Society for Sport and Dance Science,10.54109,The Korean Society for Sport and Dance Science,True,20211223
42015,32440,Texto e Contexto Editora,10.54176,Texto e Contexto Editora,True,20211223
42017,32441,Lab Academic Press,10.54227,Lab Academic Press,True,20211223
42019,32442,"Ars Biotechnica, Inc.",10.54177,"Ars Biotechnica, Inc.",True,20211223
42021,32443,Annals of Medical and Health Science Research,10.54608,Annals of Medical and Health Science Research,True,20211223
42023,32444,Asociacion de Historia de la Lengua Espanola,10.54166,Asociacion de Historia de la Lengua Espanola,True,20211223
42025,32445,Nevsehir Haci Bektas Veli University,10.54122,Nevsehir Haci Bektas Veli University,True,20211223
42027,32446,Omar Al-Mukhtar University,10.54172,Omar Al-Mukhtar University,True,20211223
42029,32447,STAI Bani Saleh,10.54125,STAI Bani Saleh,True,20211223
42031,32448,Universitas Al-Azhar Medan,10.54123,Universitas Al-Azhar Medan,True,20211223
42033,32449,Lembaga Penjaminan Mutu Pendidikan DKI Jakarta,10.54124,Lembaga Penjaminan Mutu Pendidikan DKI Jakarta,True,20211223
42035,32450,World Academics Partnership and Publishing,10.54129,World Academics Partnership and Publishing,True,20211223
42037,32451,Lysa Publishers,10.54179,Lysa Publishers,True,20211223
42039,32452,Department of the Cakavian Parliament Lovran,10.54130,Department of the Cakavian Parliament Lovran,True,20211223
42041,32455,Stedelijk Museum Amsterdam,10.54533,Stedelijk Museum Amsterdam,True,20211223
42043,32456,Scintia Research Foundation,10.54162,Scintia Research Foundation,True,20211223
42045,32457,El Colegio de Morelos,10.54188,El Colegio de Morelos,True,20211223
