,published_year,type,num_dois,num_objects,objects_has_abstract,objects_has_affiliations,objects_has_affiliations_countrycode,objects_has_affiliations_grid,objects_has_affiliations_sourceid,objects_has_affiliations_string,objects_has_authors,objects_has_authors_sequence,objects_has_authors_sourceid,objects_has_authors_string,objects_has_citations,objects_has_fields,objects_has_fields_mag,objects_has_references,objects_has_venue,objects_has_venue_issn,objects_has_venue_sourceid,objects_has_venue_string,dois_has_abstract,dois_has_affiliations,dois_has_affiliations_countrycode,dois_has_affiliations_grid,dois_has_affiliations_sourceid,dois_has_affiliations_string,dois_has_authors,dois_has_authors_sequence,dois_has_authors_sourceid,dois_has_authors_string,dois_has_citations,dois_has_fields,dois_has_fields_mag,dois_has_references,dois_has_venue,dois_has_venue_issn,dois_has_venue_sourceid,dois_has_venue_string,non_dois_has_abstract,non_dois_has_affiliations,non_dois_has_affiliations_countrycode,non_dois_has_affiliations_grid,non_dois_has_affiliations_sourceid,non_dois_has_affiliations_string,non_dois_has_authors,non_dois_has_authors_sequence,non_dois_has_authors_sourceid,non_dois_has_authors_string,non_dois_has_citations,non_dois_has_fields,non_dois_has_fields_mag,non_dois_has_references,non_dois_has_venue,non_dois_has_venue_issn,non_dois_has_venue_sourceid,non_dois_has_venue_string
1155,1891.0,Repository,0,6,0,0,0,0,0,0,6,6,6,6,3,4,4,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,3,4,4,0,5,0,5,5
1156,1891.0,Thesis,16,112,2,1,0,0,0,1,112,112,112,112,29,50,50,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,7,5,5,0,0,0,0,0,2,1,0,0,0,1,96,96,96,96,22,45,45,0,0,0,0,0
1157,1890.0,,2121,8821,1471,553,117,115,117,553,8821,8821,8821,8821,1153,4313,4313,85,0,0,0,0,241,386,38,37,38,386,2121,2121,2121,2121,579,989,989,84,0,0,0,0,1230,167,79,78,79,167,6700,6700,6700,6700,574,3324,3324,1,0,0,0,0
1158,1890.0,Book,544,2891,100,3,0,0,0,3,2891,2891,2891,2891,964,1333,1333,2,0,0,0,0,12,2,0,0,0,2,544,544,544,544,180,293,293,0,0,0,0,0,88,1,0,0,0,1,2347,2347,2347,2347,784,1040,1040,2,0,0,0,0
1159,1890.0,BookChapter,449,453,1,0,0,0,0,0,453,453,453,453,31,216,216,0,0,0,0,0,0,0,0,0,0,0,449,449,449,449,30,214,214,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,1,2,2,0,0,0,0,0
1160,1890.0,Conference,5,7,0,0,0,0,0,0,7,7,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,1,0,0,0,0,0
1161,1890.0,Journal,11704,12553,929,2979,539,449,551,2979,12553,12553,12553,12553,3865,8723,8723,566,12553,11604,12553,12553,925,2843,500,411,512,2843,11704,11704,11704,11704,3689,8156,8156,566,11704,10835,11704,11704,4,136,39,38,39,136,849,849,849,849,176,567,567,0,849,769,849,849
1162,1890.0,Patent,0,2181,10,8,1,0,1,8,2181,2181,2181,2181,103,877,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,1,8,2181,2181,2181,2181,103,877,877,0,0,0,0,0
1163,1890.0,Repository,0,12,2,0,0,0,0,0,12,12,12,12,9,11,11,0,11,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,12,12,12,9,11,11,0,11,1,11,11
1164,1890.0,Thesis,13,104,2,0,0,0,0,0,104,104,104,104,10,58,58,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,91,91,91,91,10,58,58,0,0,0,0,0
1165,1889.0,,2209,8089,986,514,112,110,113,514,8089,8089,8089,8089,1168,3629,3629,81,0,0,0,0,342,317,32,32,32,317,2209,2209,2209,2209,592,1099,1099,81,0,0,0,0,644,197,80,78,81,197,5880,5880,5880,5880,576,2530,2530,0,0,0,0,0
1166,1889.0,Book,546,2935,103,4,2,2,2,4,2935,2935,2935,2935,976,1432,1432,0,0,0,0,0,7,2,0,0,0,2,546,546,546,546,202,358,358,0,0,0,0,0,96,2,2,2,2,2,2389,2389,2389,2389,774,1074,1074,0,0,0,0,0
1167,1889.0,BookChapter,324,334,5,0,0,0,0,0,334,334,334,334,36,152,152,2,0,0,0,0,2,0,0,0,0,0,324,324,324,324,35,146,146,2,0,0,0,0,3,0,0,0,0,0,10,10,10,10,1,6,6,0,0,0,0,0
1168,1889.0,Conference,15,15,0,0,0,0,0,0,15,15,15,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,1889.0,Journal,11841,12677,831,3178,586,481,596,3178,12677,12677,12677,12677,3854,8623,8623,597,12677,11680,12677,12677,821,3020,532,431,542,3020,11841,11841,11841,11841,3693,8030,8030,597,11841,10913,11841,11841,10,158,54,50,54,158,836,836,836,836,161,593,593,0,836,767,836,836
1170,1889.0,Patent,0,2487,28,5,0,0,0,5,2487,2487,2487,2487,87,1070,1070,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0,5,2487,2487,2487,2487,87,1070,1070,3,0,0,0,0
1171,1889.0,Repository,0,5,0,0,0,0,0,0,5,5,5,5,3,4,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,3,4,4,0,2,0,2,2
1172,1889.0,Thesis,10,95,2,0,0,0,0,0,95,95,95,95,7,69,69,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,2,2,2,0,0,0,0,0,2,0,0,0,0,0,85,85,85,85,5,67,67,0,0,0,0,0
1173,1888.0,,2191,9757,965,677,122,114,122,677,9757,9757,9757,9757,1044,3580,3580,69,0,0,0,0,322,450,37,33,37,450,2191,2191,2191,2191,496,1057,1057,69,0,0,0,0,643,227,85,81,85,227,7566,7566,7566,7566,548,2523,2523,0,0,0,0,0
1174,1888.0,Book,468,2752,112,11,3,3,3,11,2752,2752,2752,2752,932,1345,1345,0,0,0,0,0,14,8,0,0,0,8,468,468,468,468,167,272,272,0,0,0,0,0,98,3,3,3,3,3,2284,2284,2284,2284,765,1073,1073,0,0,0,0,0
1175,1888.0,BookChapter,233,249,1,0,0,0,0,0,249,249,249,249,18,98,98,2,0,0,0,0,0,0,0,0,0,0,233,233,233,233,16,86,86,2,0,0,0,0,1,0,0,0,0,0,16,16,16,16,2,12,12,0,0,0,0,0
1176,1888.0,Conference,13,14,0,0,0,0,0,0,14,14,14,14,1,2,2,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1177,1888.0,Journal,11321,12110,980,3063,579,492,589,3063,12110,12110,12110,12110,3632,8365,8365,545,12110,11214,12110,12110,972,2923,527,441,537,2923,11321,11321,11321,11321,3490,7808,7808,545,11321,10498,11321,11321,8,140,52,51,52,140,789,789,789,789,142,557,557,0,789,716,789,789
1178,1888.0,Patent,0,1396,15,6,1,0,1,6,1396,1396,1396,1396,27,881,881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,0,1,6,1396,1396,1396,1396,27,881,881,2,0,0,0,0
1179,1888.0,Repository,1,10,2,1,0,0,0,1,10,10,10,10,3,6,6,0,6,1,6,6,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,0,0,0,1,9,9,9,9,3,5,5,0,5,0,5,5
1180,1888.0,Thesis,4,79,1,0,0,0,0,0,79,79,79,79,5,55,55,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,75,75,75,75,4,54,54,0,0,0,0,0
1181,1887.0,,2016,9918,901,591,110,109,111,591,9918,9918,9918,9918,987,3379,3379,84,0,0,0,0,275,376,25,25,26,376,2016,2016,2016,2016,508,1029,1029,84,0,0,0,0,626,215,85,84,85,215,7902,7902,7902,7902,479,2350,2350,0,0,0,0,0
1182,1887.0,Book,525,2717,76,4,1,1,1,4,2717,2717,2717,2717,879,1297,1297,1,0,0,0,0,14,3,0,0,0,3,525,525,525,525,174,326,326,1,0,0,0,0,62,1,1,1,1,1,2192,2192,2192,2192,705,971,971,0,0,0,0,0
1183,1887.0,BookChapter,330,336,2,0,0,0,0,0,336,336,336,336,10,127,127,1,0,0,0,0,1,0,0,0,0,0,330,330,330,330,10,124,124,1,0,0,0,0,1,0,0,0,0,0,6,6,6,6,0,3,3,0,0,0,0,0
1184,1887.0,Conference,7,7,0,0,0,0,0,0,7,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,1887.0,Journal,11220,12055,976,3076,604,532,613,3076,12055,12055,12055,12055,3757,8436,8436,571,12055,11236,12055,12055,969,2958,560,491,569,2958,11220,11220,11220,11220,3609,7818,7818,571,11220,10479,11220,11220,7,118,44,41,44,118,835,835,835,835,148,618,618,0,835,757,835,835
1186,1887.0,Patent,0,1516,17,5,0,0,0,5,1516,1516,1516,1516,27,996,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,5,1516,1516,1516,1516,27,996,996,0,0,0,0,0
1187,1887.0,Repository,3,13,3,1,0,0,0,1,13,13,13,13,4,12,12,0,11,3,11,11,1,1,0,0,0,1,3,3,3,3,1,3,3,0,3,3,3,3,2,0,0,0,0,0,10,10,10,10,3,9,9,0,8,0,8,8
1188,1887.0,Thesis,9,106,5,0,0,0,0,0,106,106,106,106,6,71,71,0,0,0,0,0,1,0,0,0,0,0,9,9,9,9,3,3,3,0,0,0,0,0,4,0,0,0,0,0,97,97,97,97,3,68,68,0,0,0,0,0
1189,1886.0,,2094,9571,1002,537,147,139,148,537,9571,9571,9571,9571,999,3148,3148,55,0,0,0,0,380,393,73,68,74,393,2094,2094,2094,2094,492,1038,1038,54,0,0,0,0,622,144,74,71,74,144,7477,7477,7477,7477,507,2110,2110,1,0,0,0,0
1190,1886.0,Book,459,2573,85,3,2,2,2,3,2573,2573,2573,2573,875,1279,1279,0,0,0,0,0,5,1,0,0,0,1,459,459,459,459,138,273,273,0,0,0,0,0,80,2,2,2,2,2,2114,2114,2114,2114,737,1006,1006,0,0,0,0,0
1191,1886.0,BookChapter,392,402,1,0,0,0,0,0,402,402,402,402,18,132,132,0,0,0,0,0,0,0,0,0,0,0,392,392,392,392,15,123,123,0,0,0,0,0,1,0,0,0,0,0,10,10,10,10,3,9,9,0,0,0,0,0
1192,1886.0,Conference,8,8,0,0,0,0,0,0,8,8,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,1886.0,Dataset,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,1886.0,Journal,10313,11105,837,2838,478,420,485,2838,11105,11105,11105,11105,3237,7770,7770,489,11105,10416,11105,11105,831,2724,430,374,437,2724,10313,10313,10313,10313,3109,7215,7215,489,10313,9649,10313,10313,6,114,48,46,48,114,792,792,792,792,128,555,555,0,792,767,792,792
1195,1886.0,Patent,0,1405,12,7,0,0,0,7,1405,1405,1405,1405,23,915,915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,7,1405,1405,1405,1405,23,915,915,1,0,0,0,0
1196,1886.0,Repository,0,4,0,0,0,0,0,0,4,4,4,4,0,4,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,4,0,4,0,4,4
1197,1886.0,Thesis,5,83,2,0,0,0,0,0,83,83,83,83,7,52,52,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,0,0,0,0,0,2,0,0,0,0,0,78,78,78,78,6,51,51,0,0,0,0,0
1198,1885.0,,2225,9270,1005,356,97,91,97,356,9270,9270,9270,9270,947,3196,3196,51,0,0,0,0,386,234,35,32,35,234,2225,2225,2225,2225,527,1073,1073,50,0,0,0,0,619,122,62,59,62,122,7045,7045,7045,7045,420,2123,2123,1,0,0,0,0
1199,1885.0,Book,491,2470,82,7,4,4,4,7,2470,2470,2470,2470,832,1180,1180,0,0,0,0,0,6,3,0,0,0,3,491,491,491,491,177,286,286,0,0,0,0,0,76,4,4,4,4,4,1979,1979,1979,1979,655,894,894,0,0,0,0,0
1200,1885.0,BookChapter,370,375,3,0,0,0,0,0,375,375,375,375,21,213,213,0,0,0,0,0,1,0,0,0,0,0,370,370,370,370,21,211,211,0,0,0,0,0,2,0,0,0,0,0,5,5,5,5,0,2,2,0,0,0,0,0
1201,1885.0,Conference,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,1885.0,Journal,9466,10330,811,2787,413,355,419,2787,10330,10330,10330,10330,3148,7107,7107,513,10330,9597,10330,10330,800,2627,367,309,373,2627,9466,9466,9466,9466,2992,6494,6494,513,9466,8811,9466,9466,11,160,46,46,46,160,864,864,864,864,156,613,613,0,864,786,864,864
1203,1885.0,Patent,0,1211,10,1,0,0,0,1,1211,1211,1211,1211,11,796,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,1211,1211,1211,1211,11,796,796,0,0,0,0,0
1204,1885.0,Repository,0,6,1,0,0,0,0,0,6,6,6,6,2,5,5,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,6,6,2,5,5,0,4,0,4,4
1205,1885.0,Thesis,8,89,2,1,0,0,0,1,89,89,89,89,15,61,61,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,5,3,3,0,0,0,0,0,2,1,0,0,0,1,81,81,81,81,10,58,58,0,0,0,0,0
1206,1884.0,,1935,9065,781,412,132,128,133,412,9065,9065,9065,9065,901,3262,3262,33,0,0,0,0,207,260,50,48,51,260,1935,1935,1935,1935,434,1042,1042,33,0,0,0,0,574,152,82,80,82,152,7130,7130,7130,7130,467,2220,2220,0,0,0,0,0
1207,1884.0,Book,480,2332,69,2,1,1,1,2,2332,2332,2332,2332,818,1128,1128,1,0,0,0,0,5,1,1,1,1,1,480,480,480,480,179,280,280,0,0,0,0,0,64,1,0,0,0,1,1852,1852,1852,1852,639,848,848,1,0,0,0,0
1208,1884.0,BookChapter,233,251,1,0,0,0,0,0,251,251,251,251,16,122,122,1,0,0,0,0,0,0,0,0,0,0,233,233,233,233,15,107,107,1,0,0,0,0,1,0,0,0,0,0,18,18,18,18,1,15,15,0,0,0,0,0
1209,1884.0,Conference,5,7,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0
1210,1884.0,Journal,9568,10253,796,3043,488,435,499,3043,10253,10253,10253,10253,3067,6954,6954,500,10253,9515,10253,10253,777,2910,446,393,457,2910,9568,9568,9568,9568,2970,6511,6511,500,9568,8910,9568,9568,19,133,42,42,42,133,685,685,685,685,97,443,443,0,685,605,685,685
1211,1884.0,Patent,0,1322,12,5,1,0,1,5,1322,1322,1322,1322,29,873,873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,1,5,1322,1322,1322,1322,29,873,873,1,0,0,0,0
1212,1884.0,Repository,0,8,2,0,0,0,0,0,8,8,8,8,2,5,5,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,8,8,8,2,5,5,0,5,0,5,5
1213,1884.0,Thesis,5,72,1,0,0,0,0,0,72,72,72,72,12,48,48,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,67,67,67,67,11,48,48,0,0,0,0,0
1214,1883.0,,1813,8712,742,361,122,119,122,361,8712,8712,8712,8712,921,3064,3064,56,0,0,0,0,206,206,29,29,29,206,1813,1813,1813,1813,475,982,982,56,0,0,0,0,536,155,93,90,93,155,6899,6899,6899,6899,446,2082,2082,0,0,0,0,0
1215,1883.0,Book,494,2323,74,2,1,1,1,2,2323,2323,2323,2323,778,1089,1089,2,0,0,0,0,2,1,1,1,1,1,494,494,494,494,169,275,275,0,0,0,0,0,72,1,0,0,0,1,1829,1829,1829,1829,609,814,814,2,0,0,0,0
1216,1883.0,BookChapter,332,343,2,0,0,0,0,0,343,343,343,343,27,123,123,0,0,0,0,0,0,0,0,0,0,0,332,332,332,332,25,114,114,0,0,0,0,0,2,0,0,0,0,0,11,11,11,11,2,9,9,0,0,0,0,0
1217,1883.0,Conference,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,1883.0,Journal,9039,9736,837,2572,399,337,409,2572,9736,9736,9736,9736,2974,6826,6826,430,9736,9085,9736,9736,830,2394,338,280,348,2394,9039,9039,9039,9039,2858,6345,6345,430,9039,8478,9039,9039,7,178,61,57,61,178,697,697,697,697,116,481,481,0,697,607,697,697
1219,1883.0,Patent,0,1770,33,0,0,0,0,0,1770,1770,1770,1770,24,775,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1770,1770,1770,1770,24,775,775,0,0,0,0,0
1220,1883.0,Repository,1,18,0,0,0,0,0,0,18,18,18,18,4,5,5,0,16,1,16,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,17,17,17,17,4,5,5,0,15,0,15,15
1221,1883.0,Thesis,2,54,1,1,1,1,1,1,54,54,54,54,9,38,38,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,52,52,52,52,9,38,38,0,0,0,0,0
1222,1882.0,,1848,6518,781,379,102,101,103,379,6518,6518,6518,6518,875,2859,2859,37,0,0,0,0,285,238,26,25,27,238,1848,1848,1848,1848,476,970,970,37,0,0,0,0,496,141,76,76,76,141,4670,4670,4670,4670,399,1889,1889,0,0,0,0,0
1223,1882.0,Book,452,2203,73,1,1,1,1,1,2203,2203,2203,2203,760,1024,1024,1,0,0,0,0,3,0,0,0,0,0,452,452,452,452,174,263,263,0,0,0,0,0,70,1,1,1,1,1,1751,1751,1751,1751,586,761,761,1,0,0,0,0
1224,1882.0,BookChapter,235,236,0,0,0,0,0,0,236,236,236,236,24,108,108,0,0,0,0,0,0,0,0,0,0,0,235,235,235,235,24,108,108,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1225,1882.0,Conference,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,1882.0,Dataset,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,1882.0,Journal,9123,9872,650,2643,364,312,371,2643,9872,9872,9872,9872,2519,6373,6373,366,9872,9268,9872,9872,645,2446,300,250,306,2446,9123,9123,9123,9123,2393,5860,5860,366,9123,8586,9123,9123,5,197,64,62,65,197,749,749,749,749,126,513,513,0,749,682,749,749
1228,1882.0,Patent,0,1866,16,1,0,0,0,1,1866,1866,1866,1866,31,691,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1866,1866,1866,1866,31,691,691,0,0,0,0,0
1229,1882.0,Repository,0,6,1,0,0,0,0,0,6,6,6,6,3,6,6,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,6,6,3,6,6,0,2,0,2,2
1230,1882.0,Thesis,5,64,1,0,0,0,0,0,64,64,64,64,6,41,41,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,59,59,59,59,5,41,41,0,0,0,0,0
1231,1881.0,,1669,7061,756,258,75,75,75,258,7061,7061,7061,7061,823,2849,2849,25,0,0,0,0,251,158,12,12,12,158,1669,1669,1669,1669,447,820,820,25,0,0,0,0,505,100,63,63,63,100,5392,5392,5392,5392,376,2029,2029,0,0,0,0,0
1232,1881.0,Book,362,1915,76,3,0,0,0,3,1915,1915,1915,1915,665,890,890,1,0,0,0,0,3,1,0,0,0,1,362,362,362,362,127,208,208,0,0,0,0,0,73,2,0,0,0,2,1553,1553,1553,1553,538,682,682,1,0,0,0,0
1233,1881.0,BookChapter,363,374,1,0,0,0,0,0,374,374,374,374,21,142,142,0,0,0,0,0,0,0,0,0,0,0,363,363,363,363,18,133,133,0,0,0,0,0,1,0,0,0,0,0,11,11,11,11,3,9,9,0,0,0,0,0
1234,1881.0,Conference,4,5,0,0,0,0,0,0,5,5,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1235,1881.0,Journal,8643,9357,662,2759,498,442,506,2759,9357,9357,9357,9357,2556,6281,6281,365,9357,8833,9357,9357,649,2549,420,365,428,2549,8643,8643,8643,8643,2447,5774,5774,365,8643,8172,8643,8643,13,210,78,77,78,210,714,714,714,714,109,507,507,0,714,661,714,714
1236,1881.0,Patent,0,1490,21,0,0,0,0,0,1490,1490,1490,1490,24,567,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1490,1490,1490,1490,24,567,567,0,0,0,0,0
1237,1881.0,Repository,0,3,0,0,0,0,0,0,3,3,3,3,1,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,2,2,0,2,0,2,2
1238,1881.0,Thesis,2,46,1,0,0,0,0,0,46,46,46,46,3,35,35,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,44,44,44,44,2,34,34,0,0,0,0,0
1239,1880.0,,1831,8960,1285,383,128,125,129,383,8960,8960,8960,8960,919,4068,4068,25,0,0,0,0,189,264,55,53,56,264,1831,1831,1831,1831,540,1091,1091,25,0,0,0,0,1096,119,73,72,73,119,7129,7129,7129,7129,379,2977,2977,0,0,0,0,0
1240,1880.0,Book,428,2097,68,5,1,1,1,5,2097,2097,2097,2097,680,991,991,0,0,0,0,0,4,3,0,0,0,3,428,428,428,428,155,261,261,0,0,0,0,0,64,2,1,1,1,2,1669,1669,1669,1669,525,730,730,0,0,0,0,0
1241,1880.0,BookChapter,185,189,0,0,0,0,0,0,189,189,189,189,7,80,80,0,0,0,0,0,0,0,0,0,0,0,185,185,185,185,7,77,77,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,3,0,0,0,0,0
1242,1880.0,Conference,2,4,0,2,2,2,2,2,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0
1243,1880.0,Journal,8858,9664,603,2832,436,397,447,2832,9664,9664,9664,9664,2545,6476,6476,338,9664,9055,9664,9664,591,2616,361,324,372,2616,8858,8858,8858,8858,2427,5914,5914,338,8858,8353,8858,8858,12,216,75,73,75,216,806,806,806,806,118,562,562,0,806,702,806,806
1244,1880.0,Patent,0,1272,26,1,0,0,0,1,1272,1272,1272,1272,14,477,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,1,1272,1272,1272,1272,14,477,477,0,0,0,0,0
1245,1880.0,Repository,0,12,1,0,0,0,0,0,12,12,12,12,6,8,8,0,9,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,12,12,6,8,8,0,9,2,9,9
1246,1880.0,Thesis,3,33,1,0,0,0,0,0,33,33,33,33,6,14,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,5,13,13,0,0,0,0,0
1247,1879.0,,1303,5462,681,278,101,100,101,278,5462,5462,5462,5462,688,2650,2650,30,0,0,0,0,75,139,21,20,21,139,1303,1303,1303,1303,336,664,664,29,0,0,0,0,606,139,80,80,80,139,4159,4159,4159,4159,352,1986,1986,1,0,0,0,0
1248,1879.0,Book,370,1914,59,1,0,0,0,1,1914,1914,1914,1914,654,905,905,1,0,0,0,0,7,1,0,0,0,1,370,370,370,370,137,235,235,0,0,0,0,0,52,0,0,0,0,0,1544,1544,1544,1544,517,670,670,1,0,0,0,0
1249,1879.0,BookChapter,329,334,1,0,0,0,0,0,334,334,334,334,18,158,158,0,0,0,0,0,0,0,0,0,0,0,329,329,329,329,18,156,156,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,0,2,2,0,0,0,0,0
1250,1879.0,Conference,1,2,0,0,0,0,0,0,2,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1251,1879.0,Dataset,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1252,1879.0,Journal,8806,9475,600,2701,457,423,471,2701,9475,9475,9475,9475,2608,6428,6428,245,9475,8885,9475,9475,586,2464,375,341,389,2464,8806,8806,8806,8806,2478,5916,5916,245,8806,8268,8806,8806,14,237,82,82,82,237,669,669,669,669,130,512,512,0,669,617,669,669
1253,1879.0,Patent,0,1335,31,0,0,0,0,0,1335,1335,1335,1335,20,494,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1335,1335,1335,1335,20,494,494,0,0,0,0,0
1254,1879.0,Repository,0,9,0,0,0,0,0,0,9,9,9,9,6,8,8,0,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,6,8,8,0,5,1,5,5
1255,1879.0,Thesis,7,60,2,0,0,0,0,0,60,60,60,60,8,34,34,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,1,1,1,0,0,0,0,0,2,0,0,0,0,0,53,53,53,53,7,33,33,0,0,0,0,0
